ticker,min_date,max_date
ISBC,2005-10-12,2017-11-06
ISCA,1997-03-10,2017-11-06
ISH,1991-10-24,2015-12-18
ISIL,2000-02-25,2017-02-23
ISIS,1991-05-17,2015-12-21
ISLE,1992-10-06,2017-05-01
ISRG,2000-06-16,2017-11-06
ISRL,1995-08-18,2017-11-06
ISSC,2000-08-04,2017-11-06
ISSI,1995-02-03,2015-12-04
IT,1993-10-05,2017-11-06
ITC,2005-07-26,2016-10-13
ITCI,2014-01-07,2017-11-06
ITG,1994-05-04,2017-11-06
ITIC,1990-03-27,2017-11-06
ITMN,2000-03-24,2014-09-29
ITRI,1993-11-05,2017-11-06
ITT,1995-12-18,2017-11-06
ITW,1987-11-05,2017-11-06
IVAC,1995-11-21,2017-11-06
IVC,1990-03-26,2017-11-06
IVR,2009-07-01,2017-11-06
IVZ,1995-08-25,2017-11-06
IXYS,1998-09-24,2017-11-06
JACK,1992-03-05,2017-11-06
JAH,1993-03-29,2016-04-15
JAKK,1996-05-02,2017-11-06
JBHT,1990-03-26,2017-11-06
JBL,1993-05-03,2017-11-06
JBLU,2002-04-12,2017-11-06
JBSS,1991-12-04,2017-11-06
JBT,2008-07-22,2017-11-06
JCI,1985-03-27,2017-11-06
JCOM,1999-07-23,2017-11-06
JCP,1982-01-04,2017-11-06
JDSU,1993-11-17,2015-08-03
JEC,1990-01-12,2017-11-06
JGW,2013-11-08,2016-06-17
JIVE,2011-12-13,2017-06-09
JJSF,1990-03-26,2017-11-06
JKHY,1990-03-26,2017-11-06
JLL,1997-07-17,2017-11-06
JMBA,2005-07-28,2017-11-06
JNJ,1970-01-02,2017-11-06
JNPR,1999-06-25,2017-11-06
JNS,2000-06-26,2017-05-26
JNY,1991-05-16,2014-04-08
JOE,1992-03-10,2017-11-06
JONE,2013-07-24,2017-11-06
JOUT,1990-03-26,2017-11-06
JOY,2001-05-25,2017-04-05
JPM,1983-12-30,2017-11-06
JRN,2003-09-24,2015-03-31
JW_A,1990-03-26,2017-11-06
JWN,1986-07-09,2017-11-06
K,1984-12-17,2017-11-06
KAI,1992-11-03,2017-11-06
KALU,2006-07-07,2017-11-06
KAMN,1990-03-26,2017-11-06
KAR,2009-12-11,2017-11-06
KBALB,1990-03-26,2014-10-31
KBH,1987-11-05,2017-11-06
KBR,2006-11-16,2017-11-06
KCG,2013-06-28,2017-07-19
KCLI,1995-08-18,2015-12-31
KEG,1992-03-17,2017-11-06
KELYA,1990-03-26,2017-11-06
KEM,1992-10-26,2017-11-06
KERX,2000-07-28,2017-11-06
KEX,1991-08-21,2017-11-06
KEY,1987-11-05,2017-11-06
KEYW,2010-10-01,2017-11-06
KFRC,1995-08-15,2017-11-06
KFX,2013-12-05,2015-05-21
KFY,1999-02-11,2017-11-06
KHC,2015-07-06,2017-11-06
KIM,1991-11-22,2017-11-06
KIN,2013-12-12,2017-11-06
KIRK,2002-07-30,2017-11-06
KKD,2000-04-05,2016-07-27
KLAC,1990-03-26,2017-11-06
KMB,1984-12-17,2017-11-06
KMG,1997-01-28,2017-11-06
KMI,2011-02-11,2017-11-06
KMPR,1991-09-18,2017-11-06
KMT,1987-11-05,2017-11-06
KMX,1997-02-04,2017-11-06
KND,2001-05-01,2017-11-06
KNL,2004-12-14,2017-11-06
KNX,1994-10-25,2017-11-06
KO,1962-01-02,2017-11-06
KODK,2013-09-23,2017-11-06
KOG,2006-05-15,2014-12-05
KOP,2006-02-01,2017-11-06
KOPN,1992-04-15,2017-11-06
KORS,2011-12-15,2017-11-06
KOS,2011-05-11,2017-11-06
KPTI,2013-11-06,2017-11-06
KR,1977-01-03,2017-11-06
KRA,2009-12-17,2017-11-06
KRC,1997-01-30,2017-11-06
KRFT,2012-09-17,2015-07-02
KRG,2004-08-12,2017-11-06
KRNY,2005-02-24,2017-11-06
KRO,2003-12-09,2017-11-06
KS,2007-03-01,2017-11-06
KSS,1992-05-19,2017-11-06
KSU,1987-11-05,2017-11-06
KTOS,1999-11-05,2017-11-06
KTWO,2014-05-08,2017-11-06
KVHI,1996-04-02,2017-11-06
KW,2007-12-03,2017-11-06
KWK,1992-03-17,2015-01-07
KWR,1990-03-26,2017-11-06
KYTH,2012-10-16,2015-10-01
L,1987-07-10,2017-11-06
LABL,1990-03-26,2017-11-06
LAD,1996-12-18,2017-11-06
LADR,2014-02-06,2017-11-06
LAMR,1996-08-02,2017-11-06
LANC,1990-03-26,2017-11-06
LAYN,1992-08-20,2017-11-06
LAZ,2005-05-05,2017-11-06
LB,1985-07-01,2017-11-06
LBAI,1999-01-04,2017-11-06
LBMH,2007-09-04,2016-01-21
LBTYA,2004-06-03,2017-11-06
LBY,1993-06-18,2017-11-06
LCI,1997-01-02,2017-11-06
LCNB,1999-10-26,2017-11-06
LCUT,1991-06-05,2017-11-06
LDL,1990-01-12,2017-11-06
LDOS,2006-10-17,2017-11-06
LDR,1992-03-17,2017-10-18
LDRH,2013-10-09,2016-07-12
LE,2014-03-20,2017-11-06
LEA,2009-11-09,2017-11-06
LEAF,2013-10-16,2015-11-25
LECO,1995-06-13,2017-11-06
LEE,1987-11-05,2017-11-06
LEG,1987-11-05,2017-11-06
LEN,1987-11-05,2017-11-06
LF,2002-07-25,2016-04-04
LFUS,1992-09-23,2017-11-06
LFVN,2004-10-05,2017-11-06
LG,1987-11-05,2016-04-28
LGF,1998-11-17,2016-12-08
LGIH,2013-11-07,2017-11-06
LGND,1992-11-18,2017-11-06
LH,1990-03-29,2017-11-06
LHCG,2005-06-09,2017-11-06
LHO,1998-04-24,2017-11-06
LIFE,2015-05-07,2017-04-25
LII,1999-07-29,2017-11-06
LINC,2005-06-23,2017-11-06
LINTA,2006-05-10,2014-10-06
LION,1994-10-31,2017-11-06
LIOX,1999-08-20,2017-02-28
LKFN,1997-08-14,2017-11-06
LKQ,2003-10-06,2017-11-06
LL,2007-11-09,2017-11-06
LLEN,2009-01-05,2015-03-06
LLL,1998-05-19,2017-11-06
LLNW,2007-06-08,2017-11-06
LLTC,1990-03-26,2017-03-10
LLY,1972-06-01,2017-11-06
LM,1987-11-05,2017-11-06
LMCA,2013-01-10,2017-01-24
LMIA,1998-06-30,2017-06-26
LMNR,2003-10-07,2017-11-06
LMNX,2000-04-06,2017-11-06
LMOS,2011-10-31,2017-11-06
LMT,1977-01-03,2017-11-06
LNC,1984-10-05,2017-11-06
LNCE,1990-03-26,2017-11-06
LNDC,1996-02-15,2017-11-06
LNG,1994-04-04,2017-11-06
LNKD,2011-05-19,2016-12-07
LNN,1990-03-26,2017-11-06
LNT,1988-01-05,2017-11-06
LO,2008-06-10,2015-06-11
LOCK,2012-10-03,2017-02-08
LOGM,2009-07-01,2017-11-06
LOPE,2008-11-20,2017-11-06
LORL,2005-07-27,2017-11-06
LOV,2006-02-14,2017-11-02
LOW,1985-07-01,2017-11-06
LPG,2014-05-08,2017-11-06
LPI,2011-12-15,2017-11-06
LPLA,2010-11-18,2017-11-06
LPNT,1999-05-12,2017-11-06
LPSN,2000-04-07,2017-11-06
LPX,1982-01-04,2017-11-06
LQ,2014-04-09,2017-11-06
LQDT,2006-02-27,2017-11-06
LRCX,1990-03-26,2017-11-06
LRN,2007-12-13,2017-11-06
LSCC,1990-03-26,2017-11-06
LSI,1995-06-21,2017-04-25
LSTR,1993-03-05,2017-11-06
LTC,1992-08-25,2017-11-06
LTM,2004-07-26,2017-11-06
LTS,1999-08-25,2017-11-06
LTXC,1990-03-26,2014-05-21
LUB,1985-07-01,2017-11-06
LUK,1987-11-05,2017-11-06
LUV,1980-01-02,2017-11-06
LVLT,1998-03-31,2017-10-31
LVNTA,2012-08-10,2017-11-06
LVS,2004-12-15,2017-11-06
LWAY,1995-08-18,2017-11-06
LXFT,2013-06-26,2017-11-06
LXK,1995-11-15,2016-11-28
LXP,1993-10-22,2017-11-06
LXRX,2000-04-07,2017-11-06
LXU,1980-01-02,2017-11-06
LYB,2010-04-28,2017-11-06
LYTS,1990-03-26,2017-11-06
LYV,2005-12-21,2017-11-06
LZB,1988-01-05,2017-11-06
M,1992-02-05,2017-11-06
MA,2006-05-25,2017-11-06
MAA,1994-01-28,2017-11-06
MAC,1994-03-10,2017-11-06
MACK,2012-03-29,2017-11-06
MAIN,2007-10-09,2017-11-06
MAN,1988-10-05,2017-11-06
MANH,1998-04-23,2017-11-06
MANT,2002-02-07,2017-11-06
MAR,1993-10-13,2017-11-06
MAS,1983-06-10,2017-11-06
MASI,2007-08-08,2017-11-06
MAT,1982-01-04,2017-11-06
MATW,1994-08-10,2017-11-06
MATX,1973-05-03,2017-11-06
MBFI,1995-04-07,2017-11-06
MBI,1987-07-02,2017-11-06
MBII,2013-08-02,2017-11-06
MBRG,2001-01-03,2017-03-31
MBUU,2014-01-31,2017-11-06
MBVT,1993-03-25,2017-05-12
MBWM,1999-07-20,2017-11-06
MC,2014-04-16,2017-11-06
MCBC,1998-05-20,2017-11-06
MCC,2011-01-21,2017-11-06
MCD,1970-01-02,2017-11-06
MCF,1994-04-04,2017-11-06
MCGC,2001-11-30,2015-08-17
MCHP,1993-03-19,2017-11-06
MCHX,2004-03-31,2017-11-06
MCK,1994-11-15,2017-11-06
MCO,1994-10-31,2017-11-06
MCP,2010-07-29,2015-06-24
MCRI,1993-08-10,2017-11-06
MCRL,1994-12-09,2015-08-03
MCRS,1990-03-26,2014-09-08
MCS,1990-03-29,2017-11-06
MCY,1990-03-26,2017-11-06
MD,1995-09-20,2017-11-06
MDAS,2007-12-13,2016-01-27
MDC,1980-03-11,2017-11-06
MDCA,1995-04-17,2017-11-06
MDCI,1986-07-22,2014-09-30
MDCO,2000-08-08,2017-11-06
MDLZ,2001-06-13,2017-11-06
MDP,1985-07-01,2017-11-06
MDR,1982-12-31,2017-11-06
MDRX,1999-07-26,2017-11-06
MDSO,2009-06-25,2017-11-06
MDT,1981-12-31,2017-11-06
MDU,1987-11-05,2017-11-06
MDVN,1997-01-13,2016-09-28
MDW,2007-10-19,2015-06-19
MDXG,2008-02-12,2017-11-06
MEAS,1993-04-26,2014-10-09
MED,1993-12-31,2017-11-06
MEG,1975-09-09,2017-01-17
MEI,1990-03-23,2017-11-06
MEIP,2003-12-18,2017-11-06
MENT,1984-01-18,2017-03-30
MET,2000-04-05,2017-11-06
METR,1995-08-18,2016-02-12
MFA,1998-04-13,2017-11-06
MFLX,2004-06-25,2016-07-27
MFRM,2011-11-18,2016-09-16
MG,2009-10-08,2017-11-06
MGAM,1995-02-01,2014-12-19
MGEE,1990-03-26,2017-11-06
MGI,2004-08-12,2017-11-06
MGLN,2004-02-25,2017-11-06
MGM,1990-01-12,2017-11-06
MGNX,2013-10-10,2017-11-06
MGRC,1990-03-26,2017-11-06
MHFI,1985-07-01,2016-04-27
MHGC,2006-02-14,2016-11-30
MHK,1992-04-01,2017-11-06
MHLD,2008-05-06,2017-11-06
MHO,1993-11-03,2017-11-06
MHR,2003-10-07,2015-11-10
MIDD,1992-03-17,2017-11-06
MIG,1995-11-21,2015-07-07
MIL,1996-05-08,2016-02-12
MILL,1998-12-30,2015-07-30
MIND,1994-12-28,2017-11-06
MINI,1994-02-17,2017-11-06
MITK,1995-05-26,2017-11-06
MITT,2011-06-30,2017-11-06
MJN,2009-02-11,2017-06-14
MKC,1990-03-26,2017-11-06
MKL,1990-03-26,2017-11-06
MKSI,1999-03-30,2017-11-06
MKTO,2013-05-17,2016-08-16
MKTX,2004-11-05,2017-11-06
MLAB,1995-08-18,2017-11-06
MLHR,1990-03-26,2017-11-06
MLI,1991-02-25,2017-11-06
MLM,1994-02-17,2017-11-06
MLNK,1994-01-31,2017-11-06
MLR,1994-08-02,2017-11-06
MM,2012-03-29,2015-10-22
MMC,1987-12-30,2017-11-06
MMI,2013-10-31,2017-11-06
MMM,1970-01-02,2017-11-06
MMS,1997-06-13,2017-11-06
MMSI,1992-02-26,2017-11-06
MN,2011-11-18,2017-11-06
MNI,1989-06-30,2017-11-06
MNK,2013-06-17,2017-11-06
MNKD,2004-07-28,2017-11-06
MNR,1990-03-26,2017-11-06
MNRO,1991-07-30,2017-11-06
MNST,1995-08-18,2017-11-06
MNTA,2004-06-22,2017-11-06
MNTX,2005-02-15,2017-11-06
MO,1970-01-02,2017-11-06
MOD,1990-03-26,2017-11-06
MODN,2013-03-20,2017-11-06
MOFG,2008-01-29,2017-11-06
MOG_A,1992-02-21,2017-11-06
MOH,2003-07-02,2017-11-06
MON,2000-10-18,2017-11-06
MORN,2005-05-03,2017-11-06
MOS,1988-01-26,2017-11-06
MOSY,2001-07-17,2017-11-06
MOV,1993-09-30,2017-11-06
MOVE,1999-08-05,2014-11-13
MPAA,1994-03-23,2017-11-06
MPC,2011-06-24,2017-11-06
MPO,2012-04-20,2017-11-06
MPW,2005-07-08,2017-11-06
MPWR,2004-11-19,2017-11-06
MPX,2001-03-01,2017-11-06
MRC,2012-04-12,2017-11-06
MRCY,1998-01-30,2017-11-06
MRGE,1998-05-07,2015-10-13
MRH,2002-10-10,2015-07-31
MRIN,2013-03-22,2017-11-06
MRK,1970-01-02,2017-11-06
MRLN,2003-11-12,2017-11-06
MRO,1970-01-02,2017-11-06
MRTN,1992-02-26,2017-11-06
MRTX,2013-07-15,2017-11-06
MRVL,2000-06-30,2017-11-06
MS,1993-02-23,2017-11-06
MSA,1990-03-26,2017-11-06
MSCC,1990-03-26,2017-11-06
MSCI,2007-11-15,2017-11-06
MSEX,1990-03-26,2017-11-06
MSFG,1992-01-08,2017-11-06
MSFT,1986-03-13,2017-11-06
MSG,2010-01-25,2017-11-06
MSI,1977-01-03,2017-11-06
MSL,1993-04-26,2017-11-06
MSM,1995-12-15,2017-11-06
MSO,1999-10-19,2015-12-04
MSTR,1998-06-11,2017-11-06
MTB,1991-10-04,2017-11-06
MTD,1997-11-14,2017-11-06
MTDR,2012-02-02,2017-11-06
MTG,1991-08-07,2017-11-06
MTGE,2011-08-04,2017-11-06
MTH,1988-12-16,2017-11-06
MTN,1997-02-04,2017-11-06
MTOR,2000-07-10,2017-11-06
MTRN,1984-09-07,2017-11-06
MTRX,1992-02-26,2017-11-06
MTSC,1990-03-26,2017-11-06
MTSI,2012-03-15,2017-11-06
MTW,1990-03-26,2017-11-06
MTX,1992-10-26,2017-11-06
MTZ,1990-03-26,2017-11-06
MU,1989-05-16,2017-11-06
MUR,1983-04-06,2017-07-25
MUSA,2013-08-19,2017-11-06
MVC,2000-06-26,2017-11-06
MVNR,2013-11-07,2015-04-28
MW,1992-04-15,2016-01-29
MWA,2006-05-26,2017-11-06
MWIV,2005-08-03,2015-02-24
MWV,1985-07-01,2015-07-01
MWW,1996-12-13,2016-10-31
MXIM,1990-03-26,2017-11-06
MXL,2010-03-24,2017-11-06
MXWL,1990-03-26,2017-11-06
MYCC,2013-09-20,2017-09-18
MYE,1987-09-08,2017-11-06
MYGN,1995-10-06,2017-11-06
MYL,1987-12-18,2017-11-06
MYRG,2008-08-13,2017-11-06
N,2007-12-20,2016-11-07
NADL,2014-01-29,2017-09-12
NANO,1992-02-26,2017-11-06
NASB,1999-08-06,2015-03-06
NAT,1997-09-30,2017-11-06
NATH,1993-02-26,2017-11-06
NATI,1995-03-14,2017-11-06
NATL,2005-01-28,2016-11-10
NATR,2009-06-25,2017-11-06
NAV,1970-01-02,2017-11-06
NAVB,1992-11-16,2017-11-06
NAVG,1990-03-26,2017-11-06
NAVI,2014-04-17,2017-11-06
NBBC,1990-03-26,2016-02-29
NBCB,2013-05-10,2014-12-31
NBHC,2012-09-20,2017-11-06
NBIX,1996-05-23,2017-11-06
NBL,1982-01-04,2017-11-06
NBR,1991-02-28,2017-04-25
NBS,1999-03-01,2015-06-05
NBTB,1992-03-17,2017-11-06
NC,1977-06-17,2017-11-06
NCFT,2013-11-07,2015-05-11
NCI,1996-10-04,2017-11-06
NCLH,2013-01-18,2017-11-06
NCMI,2007-02-08,2017-11-06
NCR,1996-12-11,2017-11-06
NCS,1992-04-06,2017-11-06
NDAQ,2002-07-01,2017-11-06
NDLS,2013-06-28,2017-11-06
NDSN,1990-03-26,2017-11-06
NE,1990-03-26,2017-04-25
NEE,1983-06-10,2017-11-06
NEM,1983-04-06,2017-11-06
NEO,2004-03-16,2017-11-06
NEOG,1994-02-10,2017-11-06
NEON,1992-03-03,2017-11-06
NES,2007-11-20,2017-11-06
NETE,2008-10-17,2017-11-06
NEU,1985-08-06,2017-11-06
NEWM,2014-02-04,2017-11-06
NEWP,1990-03-26,2016-04-29
NEWS,2006-12-14,2017-11-06
NFBK,2007-11-08,2017-11-06
NFG,1987-09-01,2017-11-06
NFLX,2002-05-23,2017-11-06
NFX,1993-11-12,2017-11-06
NGHC,2014-02-20,2017-11-06
NGPC,2004-11-10,2014-10-01
NGS,2002-10-22,2017-11-06
NGVC,2012-07-25,2017-11-06
NHC,1987-01-20,2017-11-06
NHI,1991-10-09,2017-11-06
NI,1984-10-19,2017-11-06
NICK,1997-12-29,2017-11-06
NIHD,2015-07-09,2017-11-06
NILE,2004-05-20,2017-02-16
NJR,1987-12-30,2017-11-06
NKE,1980-12-02,2017-11-06
NKSH,1999-12-01,2017-11-06
NKTR,1994-05-03,2017-11-06
NL,1983-04-06,2017-11-06
NLNK,2011-11-11,2017-11-06
NLS,1999-05-05,2017-11-06
NLSN,2011-01-27,2017-11-06
NLY,1997-10-08,2017-11-06
NM,2005-01-06,2017-11-06
NMBL,2013-12-13,2017-04-17
NMFC,2011-05-20,2017-11-06
NMIH,2013-11-08,2017-11-06
NMRX,1994-03-04,2017-11-06
NNA,2008-07-07,2017-11-06
NNBR,1994-03-15,2017-11-06
NNI,2003-12-12,2017-11-06
NNVC,2005-10-26,2017-11-06
NOC,1981-12-31,2017-11-06
NOG,2007-04-13,2017-11-06
NOR,2010-05-14,2015-11-25
NOV,1996-10-29,2017-11-06
NOW,2012-06-29,2017-11-06
NP,2004-11-17,2017-11-06
NPBC,1990-03-27,2016-04-01
NPK,1987-12-30,2017-11-06
NPO,2002-05-24,2017-11-06
NPSP,1994-05-26,2015-02-20
NPTN,2011-02-02,2017-11-06
NR,1991-09-26,2017-11-06
NRCIA,2013-05-23,2017-11-06
NRG,2003-12-02,2017-11-06
NRIM,1993-10-25,2017-11-06
NRZ,2013-05-02,2017-11-06
NSC,1982-06-02,2017-11-06
NSIT,1995-01-25,2017-11-06
NSM,2012-03-08,2017-11-06
NSP,1997-01-29,2017-11-06
NSPH,2007-11-01,2016-06-30
NSR,2005-06-29,2017-08-07
NSTG,2013-06-26,2017-11-06
NTAP,1995-11-21,2017-11-06
NTCT,1999-08-12,2017-11-06
NTGR,2003-07-31,2017-11-06
NTK,2010-06-15,2016-08-30
NTLS,2006-02-09,2016-05-06
NTRI,2000-03-30,2017-11-06
NTRS,1990-03-26,2017-11-06
NU,1984-08-29,2015-02-18
NUAN,1995-12-11,2017-11-06
NUE,1983-09-01,2017-11-06
NUS,1996-11-22,2017-11-06
NUTR,1998-02-20,2017-08-22
NUVA,2004-05-13,2017-11-06
NVAX,1995-12-13,2017-11-06
NVDA,1999-01-22,2017-11-06
NVEC,1996-09-11,2017-11-06
NVR,1985-07-22,2017-11-06
NWBI,1994-11-08,2017-11-06
NWBO,2001-12-14,2016-12-16
NWE,2007-12-28,2017-11-06
NWHM,2014-01-31,2017-11-06
NWL,1984-07-19,2017-11-06
NWLI,1990-03-26,2017-11-06
NWN,1990-03-26,2017-11-06
NWPX,1995-11-30,2017-11-06
NWS,2013-06-19,2017-11-06
NWSA,2013-06-19,2017-11-06
NWY,2004-10-07,2017-11-06
NX,1987-12-30,2017-11-06
NXST,2003-11-25,2017-11-06
NXTM,2005-10-27,2017-11-06
NYCB,1993-11-23,2017-11-06
NYLD,2013-07-17,2017-11-06
NYMT,2004-07-26,2017-11-06
NYNY,1993-11-05,2017-11-06
NYRT,2014-04-15,2017-11-06
NYT,1973-05-03,2017-11-06
O,1994-10-18,2017-11-06
OABC,2010-01-21,2014-12-17
OAS,2010-06-17,2017-11-06
OB,2006-11-09,2017-09-27
OC,2006-11-01,2017-11-06
OCFC,1996-07-03,2017-11-06
OCLR,2000-04-11,2017-11-06
OCN,1996-09-25,2017-11-06
OCR,1987-12-30,2015-08-17
ODC,1990-03-26,2017-11-06
ODFL,1991-10-24,2017-11-06
ODP,1990-03-26,2017-11-06
OEH,2000-08-03,2014-07-25
OFC,1991-12-31,2017-11-06
OFG,1990-03-28,2017-11-06
OFIX,1992-04-24,2017-11-06
OFLX,2005-08-01,2017-11-06
OGE,1987-12-30,2017-11-06
OGS,2014-01-16,2017-11-06
OGXI,1995-10-13,2017-08-02
OHI,1992-08-07,2017-11-06
OHRP,2007-05-01,2017-11-06
OI,1991-12-11,2017-04-25
OII,1990-03-26,2017-11-06
OIS,2001-02-09,2017-11-06
OKE,1985-07-01,2017-11-06
OKSB,1993-12-17,2017-10-19
OLBK,2003-09-17,2017-11-06
OLED,1996-04-12,2017-11-06
OLN,1987-12-30,2017-11-06
OLP,1992-03-17,2017-11-06
OMC,1990-03-26,2017-11-06
OMCL,2001-08-09,2017-11-06
OME,1998-04-03,2017-11-06
OMED,2013-07-18,2017-11-06
OMER,2009-10-08,2017-11-06
OMEX,1999-10-26,2017-11-06
OMG,1993-10-14,2015-10-27
OMI,1988-12-16,2017-11-06
OMN,1999-09-27,2017-11-06
ONB,1990-03-26,2017-11-06
ONE,2010-06-17,2016-08-04
ONNN,2000-05-02,2015-04-02
ONTY,1991-11-19,2016-06-08
ONVO,2012-02-14,2017-11-06
OPB,2014-04-16,2017-11-06
OPEN,2009-05-22,2014-07-24
OPHT,2013-09-25,2017-11-06
OPK,1995-11-02,2017-11-06
OPLK,2000-10-04,2014-12-23
OPWR,2014-04-04,2016-06-13
OPY,1993-08-16,2017-11-06
ORA,2004-11-11,2017-11-06
ORB,1990-04-24,2015-02-09
ORBC,2006-11-06,2017-11-06
ORCL,1986-03-12,2017-11-06
OREX,2007-04-30,2017-11-06
ORI,1990-03-26,2017-11-06
ORIT,2007-01-24,2017-11-06
ORLY,1993-04-23,2017-11-06
ORM,2013-07-01,2017-11-06
ORN,2007-12-20,2017-11-06
OSIR,2006-08-09,2017-03-13
OSIS,1997-10-02,2017-11-06
OSK,1990-03-26,2017-11-06
OSTK,2002-05-30,2017-11-06
OSUR,1992-03-17,2017-11-06
OTTR,1990-03-26,2017-11-06
OUTR,1997-07-03,2016-09-26
OVAS,2012-11-12,2017-11-06
OVTI,2000-07-14,2016-01-28
OWW,2007-07-20,2015-09-16
OXFD,2013-11-22,2017-11-06
OXM,1987-12-30,2017-11-06
OXY,1981-12-31,2017-11-06
OZRK,1997-07-17,2017-11-06
P,2011-06-15,2017-11-06
PACB,2010-10-27,2017-11-06
PACR,2002-06-21,2014-04-01
PACW,2000-06-05,2017-11-06
PAG,1996-10-23,2017-11-06
PAHC,2014-04-11,2017-11-06
PANW,2012-07-20,2017-11-06
PATK,1990-03-27,2017-11-06
PATR,1990-03-26,2014-12-04
PAY,2005-04-29,2017-11-06
PAYC,2014-04-15,2017-11-06
PAYX,1990-03-26,2017-11-06
PB,1998-11-12,2017-11-06
PBCT,1990-03-26,2017-11-06
PBF,2012-12-13,2017-11-06
PBH,2005-02-10,2017-11-06
PBI,1972-06-01,2017-04-25
PBPB,2013-10-04,2017-11-06
PBY,1987-12-30,2016-02-03
PBYI,2012-04-24,2017-11-06
PCAR,1986-07-09,2017-11-06
PCBK,1999-04-26,2017-10-31
PCCC,1998-03-03,2016-09-08
PCG,1972-06-01,2017-11-06
PCH,1985-11-11,2017-11-06
PCL,1989-06-02,2016-02-19
PCLN,1999-03-31,2017-11-06
PCO,2004-05-12,2017-11-06
PCP,1990-01-12,2016-01-29
PCRX,2011-02-03,2017-11-06
PCTI,1999-08-10,2017-11-06
PCTY,2014-03-19,2017-11-06
PCYC,1995-10-24,2015-05-22
PCYG,1999-10-27,2017-11-06
PCYO,1997-01-02,2017-11-06
PDCE,1990-03-26,2017-11-06
PDCO,1992-10-28,2017-11-06
PDFS,2001-07-31,2017-11-06
PDLI,1992-01-29,2017-11-06
PDM,2010-02-10,2017-11-06
PE,2014-05-23,2017-11-06
PEB,2009-12-09,2017-11-06
PEBO,1993-02-11,2017-11-06
PEG,1980-01-02,2017-11-06
PEGA,1996-07-19,2017-11-06
PEGI,2013-09-27,2017-11-06
PEI,1973-05-03,2017-11-06
PEIX,2005-03-24,2017-11-06
PENN,1994-05-26,2017-11-06
PENX,1987-08-19,2015-03-10
PEP,1972-06-01,2017-11-06
PERI,2006-01-31,2017-11-06
PERY,1993-05-28,2017-11-06
PES,1995-02-01,2017-11-06
PETM,1993-07-23,2015-03-11
PETS,1999-04-26,2017-11-06
PETX,2013-06-27,2017-11-06
PF,2013-03-28,2017-11-06
PFBC,1999-08-19,2017-11-06
PFE,1972-06-01,2017-11-06
PFG,2001-10-23,2017-11-06
PFIE,2010-03-10,2017-11-06
PFIS,2002-06-05,2017-11-06
PFLT,2011-04-08,2017-11-06
PFMT,2012-08-10,2017-11-06
PFPT,2012-04-20,2017-11-06
PFS,2003-01-16,2017-11-06
PFSI,2013-05-09,2017-11-06
PG,1970-01-02,2017-11-06
PGC,1999-04-27,2017-11-06
PGEM,2013-05-23,2017-11-06
PGI,1996-03-05,2015-12-08
PGNX,1997-11-19,2017-11-06
PGR,1986-07-09,2017-11-06
PGTI,2006-06-28,2017-11-06
PH,1985-07-01,2017-11-06
PHH,2005-01-19,2017-11-06
PHIIK,1995-08-18,2017-11-06
PHM,1985-07-01,2017-11-06
PHMD,1996-05-30,2017-10-31
PHX,1995-08-18,2017-11-06
PICO,1991-03-21,2017-11-06
PII,1987-09-16,2017-11-06
PIKE,2005-07-27,2014-12-22
PIR,1987-12-30,2017-11-06
PJC,2004-01-02,2017-11-06
PKD,1983-04-06,2017-11-06
PKE,1987-12-30,2017-11-06
PKG,2000-01-28,2017-11-06
PKI,1983-04-06,2017-11-06
PKOH,1990-03-26,2017-11-06
PKT,2003-06-26,2015-06-04
PKY,1973-05-03,2017-10-11
PL,1990-03-26,2015-01-30
PLAB,1990-03-26,2017-11-06
PLCE,1997-09-19,2017-11-06
PLCM,1996-04-30,2016-09-26
PLD,1997-11-21,2017-11-06
PLKI,2001-03-02,2017-03-27
PLL,1991-08-21,2015-08-28
PLMT,2011-08-08,2015-08-31
PLOW,2010-05-05,2017-11-06
PLPC,1999-04-28,2017-11-06
PLPM,2008-11-20,2017-11-06
PLT,1994-01-20,2017-11-06
PLUG,1999-10-29,2017-11-06
PLUS,1996-11-15,2017-11-06
PLXS,1990-03-26,2017-11-06
PLXT,1999-04-06,2014-08-12
PM,2008-03-17,2017-11-06
PMC,2007-08-01,2017-11-06
PMCS,1991-04-24,2016-01-14
PMFG,1990-03-26,2015-09-03
PMT,2009-07-30,2017-11-06
PNC,1988-09-07,2017-11-06
PNFP,2000-08-22,2017-11-06
PNK,1990-03-26,2017-11-06
PNM,1984-08-10,2017-11-06
PNNT,2007-04-19,2017-11-06
PNR,1973-05-03,2017-11-06
PNRA,1991-06-10,2017-07-17
PNW,1984-07-19,2017-11-06
PNX,2001-06-20,2016-06-20
PNY,1987-12-30,2016-10-03
PODD,2007-05-15,2017-11-06
POL,1999-09-13,2017-11-06
POM,1987-01-02,2016-03-23
POOL,1995-10-13,2017-11-06
POR,2006-03-31,2017-11-06
POST,2012-01-27,2017-11-06
POWI,1997-12-12,2017-11-06
POWL,1990-03-26,2017-11-06
POWR,1993-03-25,2016-05-06
POZN,2000-10-16,2016-02-05
PPBI,1997-06-25,2017-11-06
PPC,1987-12-30,2017-11-06
PPG,1983-04-06,2017-11-06
PPHM,1996-04-01,2017-11-06
PPL,1985-04-08,2017-11-06
PPO,2007-07-26,2015-08-25
PPS,1993-07-16,2016-11-30
PQ,1992-10-26,2017-11-06
