ticker,min_date,max_date
WABC,1992-03-17,2017-11-06
WAC,1998-03-24,2017-11-06
WAFD,1990-03-26,2017-11-06
WAG,1985-07-01,2014-12-30
WAGE,2012-05-11,2017-11-06
WAIR,2011-07-28,2017-11-06
WAL,2005-07-01,2017-11-06
WASH,1995-08-18,2017-11-06
WAT,1995-11-17,2017-11-06
WBA,1985-07-01,2017-11-06
WBC,2007-08-01,2017-11-06
WBCO,1998-06-23,2014-04-30
WBMD,2005-09-29,2017-09-15
WBS,1986-12-12,2017-11-06
WCC,1999-05-12,2017-11-06
WCG,2004-07-01,2017-11-06
WCIC,2013-07-25,2017-02-10
WCN,1998-05-22,2017-11-06
WD,2010-12-15,2017-11-06
WDAY,2012-10-12,2017-11-06
WDC,1987-01-02,2017-11-06
WDFC,1990-03-26,2017-11-06
WDR,1998-03-05,2017-11-06
WEC,1984-10-26,2017-11-06
WEN,1992-03-17,2017-11-06
WERN,1990-03-26,2017-11-06
WETF,1993-03-04,2017-11-06
WEX,2005-02-16,2017-11-06
WEYS,1990-03-26,2017-11-06
WFC,1972-06-01,2017-11-06
WFD,2002-05-02,2016-10-21
WFM,1992-01-23,2017-08-28
WG,1996-08-15,2017-11-06
WGL,1987-06-22,2017-11-06
WGO,1984-11-01,2017-11-06
WHF,2012-12-06,2017-11-06
WHG,2002-06-13,2017-11-06
WHR,1983-06-10,2017-11-06
WIBC,1998-11-20,2016-07-29
WIFI,2011-05-04,2017-11-06
WIN,2005-02-09,2017-04-25
WINA,1993-08-25,2017-11-06
WIRE,1992-07-20,2017-11-06
WIX,2013-11-06,2017-11-06
WLB,1999-04-19,2017-11-06
WLH,2013-05-16,2017-11-06
WLK,2004-08-12,2017-11-06
WLL,2003-11-20,2017-11-06
WLP,2014-09-22,2014-12-02
WLT,1995-10-10,2015-07-07
WLTW,2016-01-05,2017-11-06
WM,1991-09-30,2017-11-06
WMAR,1993-11-19,2017-09-13
WMB,1981-12-31,2017-11-06
WMC,2012-05-11,2017-11-06
WMGI,2001-07-17,2017-11-06
WMK,1988-01-05,2017-11-06
WMT,1972-08-25,2017-11-06
WNC,1991-11-08,2017-11-06
WNR,2006-01-19,2017-06-01
WOOF,2001-11-28,2017-09-12
WOR,1990-03-26,2017-11-06
WPP,1990-03-26,2016-01-20
WPX,2011-12-12,2017-11-06
WR,1987-08-25,2017-11-06
WRB,1984-09-07,2017-11-06
WRE,1992-03-17,2017-11-06
WRES,2004-12-17,2016-06-07
WRI,1988-01-05,2017-11-06
WRK,2015-06-24,2017-11-06
WRLD,1991-12-02,2017-11-06
WSBC,1995-08-18,2017-11-06
WSBF,2005-10-05,2017-11-06
WSFS,1990-03-26,2017-11-06
WSM,1990-03-26,2017-11-06
WSO,1984-06-07,2017-11-06
WSR,2010-08-26,2017-11-06
WST,1988-01-05,2017-11-06
WSTC,2013-03-22,2017-10-10
WSTL,1995-12-01,2017-11-06
WTBA,1999-05-03,2017-11-06
WTFC,1998-04-16,2017-11-06
WTI,2005-01-28,2017-11-06
WTM,1986-05-09,2017-11-06
WTR,1987-12-30,2017-11-06
WTS,1986-01-02,2017-11-06
WTSL,1992-03-03,2015-01-26
WTW,2001-11-15,2017-11-06
WU,2006-10-02,2017-11-06
WWAV,2012-10-26,2017-04-11
WWD,1996-05-30,2017-11-06
WWE,1999-10-19,2017-11-06
WWW,1984-12-18,2017-11-06
WWWW,2005-11-03,2015-11-09
WY,1973-05-03,2017-11-06
WYN,2006-07-19,2017-11-06
WYNN,2002-10-25,2017-11-06
X,1991-04-12,2017-11-06
XCO,2006-02-09,2017-11-06
XCRA,1990-03-26,2017-11-06
XEC,2002-09-25,2017-11-06
XEL,1985-09-24,2017-11-06
XL,1991-07-19,2017-11-06
XLNX,1990-06-18,2017-11-06
XLRN,2013-09-19,2017-11-06
XLS,2011-10-13,2015-05-28
XNCR,2013-12-03,2017-11-06
XNPT,2005-06-02,2016-07-05
XOM,1970-01-02,2017-11-06
XOMA,1989-04-05,2017-11-06
XON,2013-08-08,2017-11-06
XONE,2013-02-07,2017-11-06
XOOM,2013-02-15,2015-11-11
XOXO,1999-12-02,2017-11-06
XPO,2003-10-07,2017-11-06
XRAY,1991-04-25,2017-11-06
XRM,2005-05-16,2017-11-06
XRX,1977-01-03,2017-11-06
XXIA,2000-10-24,2017-04-18
XXII,2011-01-26,2017-11-06
XYL,2011-10-13,2017-11-06
Y,1984-07-19,2017-11-06
YDKN,2014-07-07,2017-03-10
YELP,2012-03-02,2017-11-06
YHOO,1996-04-12,2017-06-16
YORW,1999-05-03,2017-11-06
YRCW,1986-07-09,2017-11-06
YUM,1997-09-17,2017-11-06
YUME,2013-08-07,2017-11-06
Z,2015-08-17,2017-11-06
ZAGG,2007-09-04,2017-11-06
ZAZA,1992-03-03,2015-10-02
ZBH,2001-07-25,2017-11-06
ZBRA,1991-08-15,2017-11-06
ZEN,2014-05-15,2017-11-06
ZEP,2007-11-01,2015-06-25
ZEUS,1994-03-10,2017-11-06
ZGNX,2010-11-23,2017-11-06
ZIGO,1992-03-03,2014-06-20
ZINC,2007-08-10,2016-02-10
ZION,1990-03-26,2017-11-06
ZIOP,2005-08-24,2017-11-06
ZIXI,1989-11-10,2017-11-06
ZLC,1993-08-09,2014-05-29
ZLTQ,2011-10-19,2017-04-27
ZMH,2001-07-25,2015-06-26
ZNGA,2011-12-16,2017-11-06
ZOES,2014-04-11,2017-11-06
ZQK,1990-03-26,2015-09-09
ZTS,2013-02-01,2017-11-06
ZUMZ,2005-05-06,2017-11-06
